age,type-of-employment,hours-worked,occupation,Degree,Years of education,Martial-status,Race,Sex,Native Country,income-80k+
47,Government,40,Security, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
47,Government,40,Service, 9th,8, Divorced, White, Female, United-States,0
30,Private,40,Professionals, Some-college,13, Divorced, White, Female, United-States,0
20,Private,40,Farming, Some-college,13, Never-married, White, Female, United-States,0
26,Government,59,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
20,Private,19,Service, Some-college,13, Never-married, Black, Male, United-States,0
33,Private,40,Service, HS-grad,12, Divorced, White, Male, United-States,0
48,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
52,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
37,Private,19,Professionals, HS-grad,12, Divorced, White, Female, United-States,0
47,Private,40,Craft, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
40,Private,40,Technical, 10th,9, Married-civ-spouse, White, Male, United-States,1
48,Private,40,Professionals, Masters,17, Divorced, White, Female, United-States,1
49,Private,40,Logistics, 10th,9, Married-civ-spouse, Black, Male, United-States,1
50,Private,40,Service, Some-college,13, Divorced, White, Female, United-States,0
30,Private,40,Professionals, Assoc-acdm,15, Never-married, White, Female, United-States,0
34,Private,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
43,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
22,Private,40,Technical, 10th,9, Married-civ-spouse, White, Female, United-States,0
35,Private,40,Service, HS-grad,12, Separated, Black, Male, United-States,0
26,Government,39,Admins, HS-grad,12, Divorced, White, Female, United-States,0
62,Private,61,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,0
39,Government,40,Security, HS-grad,12, Separated, White, Male, United-States,0
59,Government,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
69,Private,40,Service, 5th-6th,6, Divorced, White, Male, United-States,0
27,Private,40,Craft, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
17,Private,39,Sales, 10th,9, Never-married, White, Male, United-States,0
38,Private,40,Admins, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
41,Private,59,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,1
27,Private,40,Technical, 10th,9, Never-married, White, Female, United-States,0
23,Private,40,Admins, HS-grad,12, Never-married, White, Female, United-States,0
17,Private,29,Service, 10th,9, Never-married, White, Male, United-States,0
56,Private,40,Technical, 7th-8th,7, Divorced, White, Female, United-States,0
24,Private,40,Admins, Some-college,13, Never-married, White, Female, United-States,0
62,Private,40,Professionals, Doctorate,19, Married-civ-spouse, White, Male, ?,1
44,Private,40,Logistics, 12th,11, Divorced, Black, Male, United-States,0
23,Private,39,Admins, Bachelors,16, Never-married, White, Male, United-States,0
41,Self-Employed,59,Sales, HS-grad,12, Never-married, White, Male, ?,0
25,Private,61,Logistics, HS-grad,12, Never-married, White, Male, United-States,0
21,Private,19,Service, Some-college,13, Never-married, Black, Female, United-States,0
18,Private,19,Service, 12th,11, Never-married, White, Male, United-States,0
45,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
75,Private,19,Service, Bachelors,16, Widowed, White, Female, United-States,1
51,Private,40,Security, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
42,Government,40,Service, HS-grad,12, Separated, Black, Female, United-States,0
47,Private,39,Service, Some-college,13, Never-married, Black, Female, Outlying-US(Guam-USVI-etc),0
29,Private,40,Farming, Some-college,13, Married-civ-spouse, White, Male, United-States,0
33,Private,40,Service, 11th,10, Never-married, Black, Male, United-States,0
43,Government,40,Craft, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
20,Private,19,Service, Some-college,13, Never-married, White, Male, United-States,0
19,Private,40,Service, Bachelors,16, Never-married, Black, Female, Jamaica,0
44,Private,40,Craft, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,1
24,Private,39,Service, Some-college,13, Never-married, White, Male, United-States,0
19,Private,40,Service, Some-college,13, Never-married, White, Male, United-States,0
49,Private,40,Service, 10th,9, Separated, White, Male, United-States,0
52,Private,40,Admins, Assoc-voc,14, Married-civ-spouse, White, Male, United-States,0
38,Self-Employed,59,Farming, HS-grad,12, Never-married, White, Male, United-States,0
24,Government,59,Technical, Some-college,13, Never-married, White, Male, United-States,0
32,Government,59,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
72,Private,19,Service, HS-grad,12, Widowed, White, Female, United-States,0
26,Private,59,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
31,Private,40,Sales, Bachelors,16, Never-married, Asian-Pac-Islander, Male, ?,0
29,Private,59,Sales, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
39,Private,40,Admins, HS-grad,12, Divorced, White, Male, United-States,1
48,Self-Employed,59,Farming, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
40,Private,40,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,1
51,Private,40,Professionals, Some-college,13, Divorced, White, Male, Scotland,0
28,Self-Employed,40,Craft, HS-grad,12, Divorced, White, Male, United-States,0
22,Private,29,Professionals, HS-grad,12, Never-married, White, Female, United-States,0
23,Private,40,Admins, Bachelors,16, Never-married, White, Female, United-States,0
65,Private,19,Security, Some-college,13, Married-civ-spouse, White, Male, United-States,0
26,Government,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
20,Private,59,Service, Some-college,13, Never-married, White, Male, United-States,0
55,Private,59,Professionals, Masters,17, Married-civ-spouse, White, Male, ?,1
38,Self-Employed,19,Service, Bachelors,16, Married-civ-spouse, White, Male, United-States,0
33,Private,61,Professionals, HS-grad,12, Never-married, White, Male, United-States,1
33,Government,61,Admins, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
37,Private,40,Sales, Bachelors,16, Never-married, Black, Female, United-States,0
19,Private,61,Technical, 11th,10, Never-married, White, Male, United-States,0
24,Private,59,Sales, Bachelors,16, Never-married, White, Male, United-States,0
30,Private,40,Craft, 11th,10, Married-civ-spouse, White, Male, United-States,0
57,Government,59,Professionals, HS-grad,12, Divorced, White, Female, United-States,0
22,Government,29,Professionals, Some-college,13, Never-married, White, Female, United-States,0
57,Private,40,Technical, HS-grad,12, Married-civ-spouse, Black, Male, United-States,1
46,Government,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
67,Private,39,Admins, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
35,Private,40,Service, HS-grad,12, Never-married, Black, Female, United-States,0
47,Private,40,Craft, HS-grad,12, Separated, White, Male, United-States,0
39,Private,40,Craft, 10th,9, Married-civ-spouse, White, Male, United-States,0
50,Private,40,Service, Some-college,13, Divorced, Asian-Pac-Islander, Male, Philippines,0
58,Self-Employed,59,Sales, 12th,11, Divorced, White, Female, United-States,0
36,Private,39,Professionals, Assoc-acdm,15, Married-civ-spouse, White, Female, United-States,1
45,Private,39,Professionals, Masters,17, Married-civ-spouse, White, Male, England,1
54,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
26,Private,39,Admins, Bachelors,16, Never-married, White, Male, United-States,0
60,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
46,Private,61,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
26,Private,39,Professionals, Some-college,13, Married-civ-spouse, White, Female, United-States,0
32,Private,40,Craft, 11th,10, Never-married, White, Male, United-States,0
38,Government,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
48,Self-Employed,61,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,1
44,Self-Employed,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
37,Private,40,Service, HS-grad,12, Never-married, Asian-Pac-Islander, Female, Philippines,0
44,Private,40,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,0
31,Private,39,Service, HS-grad,12, Never-married, Other, Female, United-States,0
61,Self-Employed,39,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
51,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
52,Private,61,Sales, Bachelors,16, Married-civ-spouse, White, Female, United-States,1
45,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
36,Private,29,Service, Assoc-acdm,15, Married-civ-spouse, Black, Female, Haiti,0
39,Private,61,Service, 11th,10, Married-civ-spouse, White, Male, Mexico,0
67,Government,29,Service, HS-grad,12, Divorced, White, Female, United-States,0
40,Government,40,Admins, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,1
27,Private,39,Farming, 5th-6th,6, Never-married, White, Male, Mexico,0
37,Private,40,Technical, 1st-4th,5, Married-civ-spouse, White, Male, Mexico,0
57,Private,59,Professionals, Some-college,13, Married-civ-spouse, White, Male, United-States,1
27,Private,40,Service, 10th,9, Divorced, White, Female, United-States,0
28,Private,40,Sales, HS-grad,12, Never-married, White, Female, United-States,0
34,Self-Employed,61,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
54,Private,59,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
52,Private,39,Service, HS-grad,12, Divorced, Black, Female, United-States,0
42,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
48,Private,40,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
65,Government,39,Professionals, Masters,17, Married-civ-spouse, White, Male, United-States,1
55,Self-Employed,19,Professionals, Prof-school,18, Married-civ-spouse, White, Female, United-States,0
71,Self-Employed,29,Admins, HS-grad,12, Married-civ-spouse, White, Female, United-States,1
33,Private,40,Technical, Some-college,13, Married-civ-spouse, Black, Male, United-States,0
30,Private,40,Sales, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
35,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
59,Private,40,Admins, 10th,9, Divorced, Black, Female, United-States,0
19,Private,29,Service, Some-college,13, Never-married, White, Male, United-States,0
36,Self-Employed,39,Craft, 9th,8, Married-civ-spouse, White, Male, United-States,0
26,Self-Employed,40,Sales, HS-grad,12, Never-married, White, Male, United-States,0
34,Government,40,Security, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
41,Private,40,Craft, HS-grad,12, Married-civ-spouse, Black, Male, United-States,1
44,Private,59,Professionals, Bachelors,16, Married-civ-spouse, White, Male, Italy,1
26,Private,40,Service, HS-grad,12, Separated, White, Female, United-States,0
47,Private,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
18,Private,19,Sales, Some-college,13, Never-married, White, Male, United-States,0
55,Self-Employed,19,Craft, 10th,9, Married-civ-spouse, White, Male, United-States,0
49,Government,40,Craft, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
44,Private,40,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
43,Private,40,Professionals, Bachelors,16, Never-married, White, Male, United-States,0
62,Private,40,Security, 7th-8th,7, Married-civ-spouse, White, Male, Cuba,0
44,Private,40,Service, HS-grad,12, Married-civ-spouse, Black, Male, United-States,0
39,Private,40,Service, HS-grad,12, Divorced, White, Female, United-States,0
50,Self-Employed,61,Sales, Some-college,13, Married-civ-spouse, White, Male, United-States,1
35,Private,40,Sales, 11th,10, Never-married, White, Male, United-States,0
52,Private,40,Admins, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
46,Private,61,Professionals, Prof-school,18, Married-civ-spouse, White, Male, United-States,1
44,Private,40,Sales, Assoc-acdm,15, Married-civ-spouse, White, Male, United-States,1
43,Private,59,Professionals, Some-college,13, Never-married, White, Male, United-States,0
51,Private,40,Craft, 7th-8th,7, Married-civ-spouse, White, Male, United-States,0
20,Private,29,Sales, Some-college,13, Never-married, White, Male, United-States,0
47,Private,40,Admins, Assoc-acdm,15, Married-civ-spouse, White, Female, Italy,1
43,Private,59,Professionals, Masters,17, Divorced, White, Male, United-States,0
64,Private,40,Service, HS-grad,12, Married-civ-spouse, White, Male, ?,1
24,Private,40,Craft, Some-college,13, Never-married, White, Male, United-States,0
27,Government,59,Craft, Some-college,13, Married-civ-spouse, White, Male, United-States,0
32,Private,40,Logistics, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
37,Private,19,Service, HS-grad,12, Divorced, White, Female, United-States,0
26,Private,61,Technical, HS-grad,12, Married-civ-spouse, White, Male, United-States,0
43,Private,61,Professionals, Bachelors,16, Married-civ-spouse, White, Male, United-States,1
50,Private,40,Technical, HS-grad,12, Married-civ-spouse, White, Female, United-States,0
20,Self-Employed,61,Logistics, HS-grad,12, Never-married, White, Male, United-States,0
37,Private,40,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
43,Private,40,Service, HS-grad,12, Never-married, Black, Female, United-States,0
37,Private,59,Professionals, HS-grad,12, Married-civ-spouse, White, Male, United-States,1
53,Private,39,Service, 9th,8, Divorced, White, Female, Canada,0
44,Private,40,Professionals, Doctorate,19, Married-civ-spouse, White, Male, United-States,1
25,Private,40,Service, HS-grad,12, Never-married, White, Female, United-States,0
